"nome_fantasia";"razao_social";"municipio";"id_cnes";"tipo"
SMS CMS EMYDIO CABRAL AP 53;SMS RIO CMS EMYDIO CABRAL AP53;RIO DE JANEIRO;2273586;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS CYRO DE MELLO MANGUARIBA AP 53;SMS RIO CMS DR CYRO DE MELLO MANGUARIBA AP 53;RIO DE JANEIRO;2273616;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MADRE TERESA DE CALCUTA AP 31;SMS RIO CMS MADRE TERESA DE CALCUTA AP 31;RIO DE JANEIRO;2273640;CENTRO DE SAUDE/UNIDADE BASICA
HUV HOSPITAL UNIVERSITARIO DE VASSOURAS;FUNDACAO EDUCACIONAL SEVERINO SOMBRA;VASSOURAS;2273748;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA GENERAL SEVERINO SOMBRA;PREFEITURA MUNICIPAL DE VASSOURAS;VASSOURAS;2273799;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SALADINA FERREIRA GOMES;PREFEITURA MUNICIPAL DE VASSOURAS;VASSOURAS;2273845;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE ZAERTOM NETO;PREFEITURA MUNICIPAL DE SILVA JARDIM;SILVA JARDIM;2273977;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE MUNICIPAL DE SAUDE DA FAMILIA DE CIDADE NOVA;PREFEITURA MUNICIPAL DE SILVA JARDIM;SILVA JARDIM;2273985;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE MUNICIPAL DE SAUDE DA FAMILIA DE VARGINHA;PREFEITURA MUNICIPAL DE SILVA JARDIM;SILVA JARDIM;2274019;CENTRO DE SAUDE/UNIDADE BASICA
ESF RIO SECO;SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA;SAQUAREMA;2274159;CENTRO DE SAUDE/UNIDADE BASICA
ESF BARRA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA;SAQUAREMA;2274167;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO JARDIM SUMARE;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2274663;PRONTO ATENDIMENTO
POSTO DE SAUDE COELHO DA ROCHA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2274698;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE ANIBAL VIRIATO DE AZEVEDO;SECRETARIA MUNICIPAL DE SAUDE;SAO JOAO DE MERITI;2274876;POLICLINICA
PSF 006;MUNICIPIO DE SANTO ANTONIO DE PADUA;SANTO ANTONIO DE PADUA;2275031;CENTRO DE SAUDE/UNIDADE BASICA
CAIMI CENTRO DE ATENCAO INTEGRAL MATERNO INFANTIL;MUNICIPIO DE SANTO ANTONIO DE PADUA;SANTO ANTONIO DE PADUA;2275112;CLINICA/CENTRO DE ESPECIALIDADE
UNIDADE SAUDE DA FAMILIA RECANTO;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;2275333;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA NOVA CIDADE;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;2275341;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA CANTAGALO;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;2275368;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE JARDIM MARILEA;PREFEITURA MUNICIPAL DE RIO DAS OSTRAS;RIO DAS OSTRAS;2275376;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL ALCIDES CARNEIRO;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275562;HOSPITAL ESPECIALIZADO
CENTRO DE SAUDE COLETIVA PROFESSOR MANOEL JOSE FERREIRA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275597;POLICLINICA
HOSPITAL SANTA TERESA;ASSOCIACAO CONGREGACAO DE SANTA CATARINA;PETROPOLIS;2275635;HOSPITAL GERAL
POSTO DE SAUDE COMUNIDADE MENINO JESUS DE PRAGA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275724;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DR LATUF GIBRAIL NETO;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275775;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DO CARANGOLA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275872;CENTRO DE SAUDE/UNIDADE BASICA
UBS QUITANDINHA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275880;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE ITAIPAVA;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275902;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DE ARARAS;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275937;CENTRO DE SAUDE/UNIDADE BASICA
POSTO DE SAUDE DO MORIN;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2275945;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DR JORGE FERREIRA MACHADO;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2276003;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO MEDICO DR JORGE CHIMELI;MUNICIPIO DE PETROPOLIS;PETROPOLIS;2276011;CENTRO DE SAUDE/UNIDADE BASICA
UBS LIMOEIRO UNIDADE ETELVINA PAULINO;SECRETARIA MUNICIPAL DE SAUDE DE PARAIBA DO SUL;PARAIBA DO SUL;2276135;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO MATERNO INFANTIL DR ASDRUBAL ALVES DE SOUZA;SECRETARIA MUNICIPAL DE SAUDE DE PARAIBA DO SUL;PARAIBA DO SUL;2276224;CENTRO DE IMUNIZACAO
ESF MALVINAS B;MUNICIPIO DE MACAE;MACAE;2276631;CENTRO DE SAUDE/UNIDADE BASICA
ESF MALVINAS AC;MUNICIPIO DE MACAE;MACAE;2276658;CENTRO DE SAUDE/UNIDADE BASICA
ESF NOVA HOLANDA AB;MUNICIPIO DE MACAE;MACAE;2276690;CENTRO DE SAUDE/UNIDADE BASICA
ESF BOTAFOGO;MUNICIPIO DE MACAE;MACAE;2276771;CENTRO DE SAUDE/UNIDADE BASICA
UBS BARRAMARES BARRETO;MUNICIPIO DE MACAE;MACAE;2276925;CENTRO DE SAUDE/UNIDADE BASICA
ESF VISCONDE;MUNICIPIO DE MACAE;MACAE;2276933;CENTRO DE SAUDE/UNIDADE BASICA
UBS NOVO CAVALEIROS;MUNICIPIO DE MACAE;MACAE;2276976;CENTRO DE SAUDE/UNIDADE BASICA
ESF FRONTEIRA AB;MUNICIPIO DE MACAE;MACAE;2277018;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE SACRA FAMILIA;SMS ENGENHEIRO PAULO DE FRONTIN;ENGENHEIRO PAULO DE FRONTIN;2277123;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF FERNANDO A BRAGA LOPES AP 10;SMS RIO CF FERNANDO ANTONIO BRAGA LOPES AP 10;RIO DE JANEIRO;2277298;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MANOEL ARTHUR VILLABOIM AP 10;SMS RIO CMS MANOEL ARTHUR VILLABOIM AP 10;RIO DE JANEIRO;2277301;UNIDADE MISTA
SMS CMS OSWALDO CRUZ AP 10;SMS RIO CMS OSWALDO CRUZ AP 10;RIO DE JANEIRO;2277328;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO DE XEREM;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277581;PRONTO SOCORRO GERAL
CENTRO MUNICIPAL DE SAUDE DE DUQUE DE CAXIAS;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277603;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO DE IMBARIE;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277611;PRONTO SOCORRO GERAL
POSTO MEDICO SANITARIO DE CAMPOS ELISEOS;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277662;PRONTO SOCORRO GERAL
UNIDADE BASICA DE SAUDE SARAPUI;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277670;CENTRO DE SAUDE/UNIDADE BASICA
CRAIS SARACURUNA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277700;PRONTO SOCORRO GERAL
POSTO MEDICO SANITARIO PARQUE EQUITATIVA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277719;PRONTO SOCORRO GERAL
POSTO MEDICO SANITARIO DO PILAR;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277743;PRONTO SOCORRO GERAL
UNIDADE BASICA DE SAUDE JOSE CAMILO DOS SANTOS;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277832;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DR ANTONIO GRANJA;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277913;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DR JOSE DE FREITAS;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2277964;CENTRO DE SAUDE/UNIDADE BASICA
UBS ANTONIO LIMA FILHO;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;2277972;POSTO DE SAUDE
UBS WATSON TAVARES FILHO;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;2278200;POSTO DE SAUDE
HOSPITAL MATERNO INFANTIL DE PIABETA VEREADOR HUGO BRAGA;MUNICIPIO DE MAGE;MAGE;2278324;HOSPITAL ESPECIALIZADO
UNIDADE DE SAUDE DA FAMILIA DO NOVO HORIZONTE;MUNICIPIO DE MAGE;MAGE;2278693;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SANTA DALILA;MUNICIPIO DE MAGE;MAGE;2278707;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DR RAUL TRAVASSOS;SECRETARIA MUNICIPAL DE SAUDE DE ITAPERUNA;ITAPERUNA;2279207;POLICLINICA
CENTRO MUNICIPAL DE SAUDE COLETIVA DE PARACAMBI;MUNICIPIO DE PARACAMBI;PARACAMBI;2279398;CLINICA/CENTRO DE ESPECIALIDADE
USF ALBANO PAES VILA INDEPENDENCIA;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2279673;CENTRO DE SAUDE/UNIDADE BASICA
UBS VEREADOR PAULO CESAR NOGUEIRA COTIARA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2279711;CENTRO DE SAUDE/UNIDADE BASICA
USF AMELIA LEONARDA P FEITOSA SIDERLANDIA;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2279738;CENTRO DE SAUDE/UNIDADE BASICA
USF INT VENERAVEL HUMBERTO AMARAL JARDIM PRIMAVERA;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2279908;CENTRO DE SAUDE/UNIDADE BASICA
USF RIALTO;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2279940;CENTRO DE SAUDE/UNIDADE BASICA
USF INTEGRADA TANCREDO NEVE PITEIRAS;PREFEITURA MUNICIPAL BARRA MANSA;BARRA MANSA;2279959;CENTRO DE SAUDE/UNIDADE BASICA
USF VILA URSULINO;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2279991;CENTRO DE SAUDE/UNIDADE BASICA
USF SANTA RITA DE CASSIA;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2280000;CENTRO DE SAUDE/UNIDADE BASICA
USF BRASILINA N SILVA SAUDADE;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2280019;CENTRO DE SAUDE/UNIDADE BASICA
USF VALE DO PARAIBA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2280027;POSTO DE SAUDE
CENTRO DE SAUDE JOSE C DE OLIVEIRA UBS CENTRO;PREFEITURA MUNICIPAL DE BARRA MANSA;BARRA MANSA;2280078;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE EPIDEMIOLOGIA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;2280094;UNIDADE DE VIGILANCIA EM SAUDE
SMS POLICLINICA LINCOLN DE FREITAS FILHO AP 53;SMS RIO POLICLINICA LINCOLN DE FREITAS FILHO AP 53;RIO DE JANEIRO;2280191;POLICLINICA
SMS CMS RODOLPHO PERISSE VIDIGAL AP 21;SMS RIO CMS DR RODOLPHO PERISSE AP 21;RIO DE JANEIRO;2280205;CENTRO DE SAUDE/UNIDADE BASICA
SMS MATERNIDADE CARMELA DUTRA AP 32;SMS RIO MATERNIDADE CARMELA DUTRA AP 32;RIO DE JANEIRO;2280248;HOSPITAL ESPECIALIZADO
SMS CMS MARIA AUGUSTA ESTRELLA AP 22;SMS RIO CMS MARIA AUGUSTA ESTRELLA AP 22;RIO DE JANEIRO;2280272;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NICOLA ALBANO AP 22;SMS RIO CMS NICOLA ALBANO AP 22;RIO DE JANEIRO;2280280;CENTRO DE SAUDE/UNIDADE BASICA
SMS POLICLINICA ANTONIO RIBEIRO NETTO AP 10;SMS RIO POLICLINICA ANTONIO RIBEIRO NETTO AP 10;RIO DE JANEIRO;2280299;POLICLINICA
SMS CF ERNANI DE PAIVA FERREIRA BRAGA AP 53;SMS RIO CF PROF ERNANI DE PAIVA FERREIRA BRAGA AP 53;RIO DE JANEIRO;2280310;CENTRO DE SAUDE/UNIDADE BASICA
USF ANTONIO ANEZIO MARCHON;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;2280329;CENTRO DE SAUDE/UNIDADE BASICA
USF AMARO MOTTA DE OLIVEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;2280361;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL ANGELA MARIA SIMOES MENEZES;HOSPITAL MUNICIPAL ANGELA MARIA SIMOES MENEZES;CASIMIRO DE ABREU;2280396;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA PORTO DO CARRO;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2280418;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE FLUMINENSE;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2280515;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE RUA DO FOGO;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2280574;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA ALECRIM;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2280590;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS RENATO ROCCO AP 32;SMS RIO CMS DR RENATO ROCCO AP 32;RIO DE JANEIRO;2280736;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS CARLOS GENTILLE DE MELLO AP 32;SMS RIO CMS DR CARLOS GENTILLE DE MELLO AP 32;RIO DE JANEIRO;2280744;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MARIA APARECIDA DE ALMEIDA AP 53;SMS RIO CMS DR MARIA APARECIDA DE ALMEIDA AP53;RIO DE JANEIRO;2280760;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NECKER PINTO AP 31;SMS RIO CMS NECKER PINTO AP 31;RIO DE JANEIRO;2280779;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NILZA ROSA AP 22;SMS RIO CMS NILZA ROSA AP 22;RIO DE JANEIRO;2280787;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS JOAO BARROS BARRETO AP 21;SMS RIO CMS JOAO BARROS BARRETO AP 21;RIO DE JANEIRO;2280795;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA PORTOGALO;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;2280817;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL E MATERNIDADE DE ANGRA DOS REIS HMAR;SECRETARIA MUNICIPAL DE SAUDE DE ANGRA DOS REIS;ANGRA DOS REIS;2280868;HOSPITAL GERAL
UNIDADE DE SAUDE DO MORRO DO PERES E GLORIA I;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;2280965;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE CAMORIM;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;2281074;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DO BRACUHY;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;2281112;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 3;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;2281430;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO MUNICIPAL DE ESPECIALIDADES ENGENHEIRO PEDREIRA;MUNICIPIO DE JAPERI;JAPERI;2281481;POLICLINICA
MMF JOSE ANTONIO ECHEVERRIA BIANCHI;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;2282216;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DR JOSE VIEIRA SERODIO;SECRETARIA MUNICIPAL DE SAUDE DE BOM JESUS DO ITABAPOANA;BOM JESUS DO ITABAPOANA;2282569;POLICLINICA
POSTO DE SAUDE DA FAMILIA DE BARRA ALEGRE;FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM;BOM JARDIM;2282844;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL LUIZ GONZAGA;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL PEREIRA;MIGUEL PEREIRA;2283239;HOSPITAL GERAL
CENTRO DE SAUDE OSWALDO CRUZ;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;2283379;CLINICA/CENTRO DE ESPECIALIDADE
HOSPITAL SAO JOSE OPERARIO;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;2283395;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA PILAR;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2283484;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA NELSON CHAVES DE ARAUJO;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2283549;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA JARDIM GRAMACHO;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;2283638;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VILA CORTES;SECRETARIA MUNICIPAL DE SAUDE DE TANGUA;TANGUA;2283727;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA TUCAO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2283999;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VILA NORMA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2284006;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA PARQUE ARARUAMA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2284022;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VILA ROSALI;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2284030;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO VILA UNIAO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2284073;CENTRO DE SAUDE/UNIDADE BASICA
POSTO MEDICO SANITARIO VILA SAO JOAO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;2284081;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA DIRCEU DE AQUINO RAMOS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284138;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA SANTA RITA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284146;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE DR VASCO BARCELOS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284170;CLINICA/CENTRO DE ESPECIALIDADE
SUPER CLINICA DA FAMILIA DACYR SOARES;MUNICIPIO DE NOVA IGUACU;NOVA IGUACU;2284197;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA ERALDO SARDINHA;MUNICIPIO DE NOVA IGUACU;NOVA IGUACU;2284227;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JARDIM ROMA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284235;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA SANTA EUGENIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284243;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA VILA OPERARIA;MUNICIPIO DE NOVA IGUACU;NOVA IGUACU;2284251;CENTRO DE SAUDE/UNIDADE BASICA
POLICLINICA EDI PINTO DA SILVA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284286;POLICLINICA
CLINICA DA FAMILIA HERONDILHO RIBEIRO DA SILVA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284332;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA RODILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284359;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA NOVA ERA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284367;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA VALVERDE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284383;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JOSE RODRIGUES DA SILVA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284405;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA COBREX;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284421;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA CORUMBA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;2284502;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL SAO FRANCISCO XAVIER;MUNICIPIO DE ITAGUAI;ITAGUAI;2284634;HOSPITAL GERAL
UNIDADE SAUDE DA FAMILIA BRISAMAR;UNIDADE SAUDE DA FAMILIA BRISAMAR;ITAGUAI;2284650;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA COROA GRANDE;MUNICIPIO DE ITAGUAI;ITAGUAI;2284685;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA DR MARCO AURELIO COUTO SILVA;UNIDADE SAUDE DA FAMILIA DR MARCO AURELIO COUTO SILVA;ITAGUAI;2284987;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA MANGUEIRA;MUNICIPIO DE ITAGUAI;ITAGUAI;2285061;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA ODNIT MAIA;MUNICIPIO DE ITAGUAI;ITAGUAI;2285096;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO PEDIATRICO MUNICIPAL DR ALMIR BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE RIO BONITO;RIO BONITO;2285568;CLINICA/CENTRO DE ESPECIALIDADE
POLICLINICA DR AUGUSTO LEMGRUBER;SECRETARIA MUNICIPAL DE SAUDE DE TRAJANO DE MORAIS;TRAJANO DE MORAES;2285622;POLICLINICA
CLINICA DA FAMILIA BANCO DE AREIA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2285991;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA VILA NORMA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286025;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA FRANCA LEITE;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286033;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JACUTINGA;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286041;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA EDSON PASSOS;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286068;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JUSCELINO;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286076;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA BNH;SECRETARIA MUNICIPAL DE SAUDE DE MESQUITA;MESQUITA;2286106;CENTRO DE SAUDE/UNIDADE BASICA
SANTA CASA DE MISERICORDIA DE SAO JOAO DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;2286289;HOSPITAL GERAL
UBS VILA NOVA ARLINDO TAVARES E SILVA;PREFEITURA MUNICIPAL DE IGUABA GRANDE;IGUABA GRANDE;2286300;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE ELDORADO;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2286378;CENTRO DE SAUDE/UNIDADE BASICA
CENTRO DE SAUDE GUARUS DR HENRIQUE DE SOUZA OLIVEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2286556;CENTRO DE SAUDE/UNIDADE BASICA
